ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.m0,best_algorithm
0.6133382074455156,0.6360115137169855,0.0161056513174705,0.0583133484722847,3.6207840529752615,0.6256841946321597,0.851410830507015,26.82823133951392,0.9219339022952674,-0.4620115976344673,-0.5976329334698237,1.0,0.0613999999999999,0.0571999999999999,1.0749403587344522,0.1663999999999999,0.1494,1.1138546960023314,0.1965,0.1643999999999999,1.1953239475758322,0.1896685992726347,0.7797941693727621,0.1686170796076342,0.2424848800755682,-0.1044054340989927,0.1942689474234807,0.5584500226289695,0.7519661343251869,0.8662832209805377,0.1575523041213097,0.2667086584734874,0.4153978480164108,0.7201009520132585,-4.2029943924421485,-2.3032960622514373,-1.2938395639462628,-0.6975185248359865,-4.31475005256004,-3.755686537498371,-2.9941500338830025,-1.4335566587762718,0.7179028161463836,-0.3953953953953952,0.3559559559559559,modcma
0.4358215478549188,0.6872726877217277,0.0040481507310219,0.0545026070380249,13.464634509194738,0.626420970395945,0.7094106248175243,3.0748043750898137,0.9747470219513896,-0.5364399852798052,-0.7914002618103965,1.0,0.0658,0.049,1.3435940330355225,0.0677,0.0647,1.046287550592028,0.2368999999999999,0.0902,2.6278333775887237,0.1626560923887143,0.7739852087086434,0.1472913833189593,0.2453010455816931,-0.0942234205448359,0.19888102251922,0.477049672067568,0.7131532144948747,0.9195107111397308,0.1757191133745445,0.3568265586238377,0.5358034306107007,0.763612238129715,-4.178948968453908,-2.7279113796296004,-1.4963016236798026,-0.4198650461276926,-4.221708127950289,-3.2941314860625197,-2.3774646847394845,-1.210710894007175,0.6932654248058857,-0.6316316316316314,0.3536536536536536,modcma
0.8863342482878467,0.7086015021562824,0.0155297536549083,0.0731030845125073,4.707312987292978,0.8948526915935636,0.928643273465346,1.13300367106716,0.9474273749408836,-0.5720461773183891,-0.6140201455658854,1.0,0.0762999999999999,0.0539,1.41587761275647,0.0642999999999999,0.0634,1.0143029240018608,0.0653,0.0622,1.050085666246322,0.311791013753907,0.7736600313658554,0.2417015286669468,0.2538891423889121,-0.0814667883489784,0.1567787790001673,0.5236413205057587,0.6420647265625246,0.7288113273495028,0.150560109885817,0.3495191076068684,0.6047092973654198,0.6655183933612459,-4.398569205083836,-2.484871646370155,-1.867128465494158,-1.4146256240507156,-4.350562056247076,-3.3315538708362027,-2.0245552418161585,-1.7131096365688585,0.6939302099297343,-0.3793793793793792,0.4047047047047046,DiagonalCMA
0.5066316575107622,0.7871878533832264,0.0320182308562615,0.0348575213708144,1.0888919034828466,0.5410346099572145,0.8750983209765304,2.4836167353727943,0.9321520255291564,-0.941395390252286,0.0730131360699292,3.2,0.0851999999999999,0.0998,0.8536464646464644,0.1643999999999999,0.1233999999999999,1.3336790783639845,0.2136,0.1091,1.9589376227843855,0.1599159778403164,0.6741108611069028,0.1309223009395995,0.3202388411022651,-0.1633776781479998,0.96414736088638,0.9175941696432564,1.0102181364723286,0.9976798215231426,0.8870840158955084,0.7201498705522289,0.9421938342861914,0.9618191925759586,-0.1870141494787301,-0.4298626056775509,0.0533054254392158,-0.0121028550390078,-0.5782986658527867,-1.4333248308967863,-0.296045732520766,-0.1955475971192516,0.7665705048789277,0.2852852852852852,0.5928928928928929,modcma
0.5330088321652768,0.7634803635646354,0.0105083718869139,0.0473219085980708,4.508366674541604,0.6018501272989039,0.7485186820946258,7.552789283493837,0.8847506437200792,-1.3027694139361674,1.2673289241140044,1.0,0.0697999999999999,0.0277,2.5233628965060664,0.1096999999999999,0.1145999999999999,0.9572102343573204,0.1822,0.1507,1.209547373017144,0.2009923520492005,0.6815895831844696,0.1800041429385179,0.3120185888682395,-0.1698379093384919,0.4632510940312547,0.574196462443604,0.6205378129990395,0.8348727053483305,0.3932133952766298,0.4975372748985308,0.5442976563871017,0.7717579557093365,-2.7998828369586493,-2.221152305726973,-1.9794211765293988,-0.861367297496089,-3.107742050796164,-2.5734580669238944,-2.333963385744016,-1.1689815985424266,0.8176383828898173,0.177177177177177,0.5687687687687688,modcma
0.2842304771470891,0.6880735325786983,0.0198676949886202,0.0333063910441125,1.6764444174710964,0.2854638880006866,0.9183236828383452,6.31079515212368,0.92435099765355,-0.8312512226090097,0.0859622193422052,1.0,0.0697,0.0596,1.178170718170718,0.1195999999999999,0.0935,1.279647737449504,0.3478,0.1162,2.998446299978344,0.1528927907724884,0.7209746264976384,0.1251740797361456,0.2741918211607453,-0.1311149636758105,0.2073017757213455,0.5774628857670795,0.7608270241224825,1.0497684991101592,0.173327452446527,0.4498996582321569,0.644649727879063,0.991177363035734,-4.13502297087514,-2.2041187801967763,-1.2476193057804834,0.2596123431408365,-4.233958556656245,-2.817448889738124,-1.820001256121326,-0.0451846963014004,0.7472972553808277,-0.2432432432432431,0.44004004004004,modcma
0.5243558449203499,0.6502999980603986,0.0140310554667005,0.0652166138614023,4.648177412701861,0.5912292780852653,0.8581224129413396,39.52157998838338,0.9745257907550628,-0.5734094466616908,-0.757966702056065,1.0,0.0689999999999999,0.0127,5.45998445998446,0.0596999999999999,0.0544,1.0978753299789912,0.2219999999999999,0.1124999999999999,1.9741262176702048,0.1858360935132034,0.7728852710937958,0.1642905074335754,0.2481397996725911,-0.0880485225501729,0.4476496193814112,0.5520808354475968,0.6024200599864333,0.8427115810400746,0.3955995294754539,0.4911437435649891,0.5343130552193407,0.6994534647572624,-2.881274389725268,-2.3365209352553897,-2.0739316008951496,-0.8204775401262252,-3.0955431003445364,-2.6062010191266465,-2.3851027746870948,-1.5393051839381342,0.7356950323916254,-0.5595595595595594,0.3778778778778778,modcma
0.5228331450286334,0.7828892991086048,0.0128138734589844,0.0567853481959158,4.431616183590881,0.5495076085812709,0.8868848517923984,2.9864558193986706,0.963865850174156,-1.38898823662215,0.8906493220498832,1.0,0.0687,0.0106999999999999,6.461318067897016,0.097,0.0714999999999999,1.357296494691946,0.2152,0.1210999999999999,1.7776456232490747,0.1635983477625782,0.7189403000153317,0.1390537160661411,0.2837837766743361,-0.0791710619159824,0.4493226218308071,0.6416682962317377,0.6667671000460315,0.937526598747277,0.3417072339926333,0.5451948880681681,0.5907810060715264,0.8488397868043549,-2.872548787644857,-1.869198820380576,-1.7382724891459411,-0.3258853576431894,-3.371571249868827,-2.329374284843024,-2.0958933439364675,-0.7741925815598616,0.7494479802496462,-0.3233233233233231,0.4786786786786786,modcma
0.660266136562023,0.7684329369813627,0.0360189380867258,0.0416215656817277,1.1555583636299294,0.7559378220234482,0.8512545771798992,2.021747538018672,0.9713286329696856,-1.426060543224052,1.636546617226596,1.0,0.031,0.0112,2.7871620553359686,0.0279999999999999,0.0278,1.0080138663058225,0.175,0.1271999999999999,1.3758030292543375,0.2170132184687312,0.7630843292018296,0.193112638094609,0.2536363867739257,-0.0814832889493538,0.1630558390618897,0.2576222206261808,0.3547969993079808,0.6491856419462938,0.1557059086111407,0.243859148504081,0.3370365428205618,0.5653864475380278,-4.365826563787007,-3.872531284358305,-3.3656299144272275,-1.8299842248533535,-4.32420923960578,-3.872716811594234,-3.3954913346441247,-2.2259549795500333,0.7401220687761928,-0.5595595595595594,0.3996996996996996,modcma
0.8646490028087019,0.7435199735828781,0.0366992540231866,0.0563112151836338,1.5343930979374891,0.933735629653379,0.9180467710530824,2.028031876831842,0.9965869657783272,-0.927691450751154,0.2964620060045786,1.0,0.0315,0.0118,2.682770562770563,0.0085,0.0182,0.4682385182385181,0.0351999999999999,0.0352999999999999,0.9971014492753624,0.2533172846525588,0.7950880076015645,0.1813239846049022,0.2396327422411686,-0.0677526337120675,0.1668469966042337,0.2613541585014259,0.3662427710255623,0.582050573977155,0.1560231355143768,0.2444690191473631,0.3427594204569612,0.5433004433650963,-4.346050114733041,-3.853063900485978,-3.305923849992566,-2.180186714256501,-4.32258329906727,-3.869592187140866,-3.366180256112423,-2.339072548989755,0.7028870681986179,-0.8278278278278274,0.3465465465465465,modcma
